,order,captiontime,caption,command,speed,item,m1,lorr,boxnum,emojistella,emojiben,who,talk,fadebefore,fadewho,fadeframe,fadetime,xstella,ystella,xstellasay,ystellasay,xben,yben,xbensay,ybensay,xm1,ym1,xitem,yitem,xleft,yleft,xright,yright,time,autotime,musictip,music,musictime,musicwait
uu3814,6016,,,,6,,,2,,,158,ben,就他苦啊，大家活着谁不苦啊，谁不孤独啊,,,,,,,,,,,,,,,,,,,,,,19,,,,
uu3815,6017,,,,6,,,2,,,158,ben,有多少人还在饥饿和贫困里挣扎，连声音都发不出来，我们这点苦也叫苦吗？,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu3816,6018,,,,6,,,2,,,158,ben,我们这样的人应该多为他们发声,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3817,6019,,,,6,,,2,,,158,ben,而不是失个恋，受点苦，就抱个吉他鬼哭狼嚎你自己那点屁事,,,,,,,,,,,,,,,,,,,,,,27,,,,
uu3818,6020,,,,6,,,2,,,158,ben,我看人家那一身行头就够我吃好几年了,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3819,6021,,,,6,,,2,,,158,ben,走哪也一帮傻韭菜前呼后拥的,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3820,6022,,,,6,,,2,,,158,ben,我就不懂了，他痛苦什么呢,,,,,,,,,,,,,,,,,,,,,,12,,,,
uu3821,6023,,,,6,,,2,,,158,ben,是下一栋别墅的钱还没着落，还是私人飞机没钱加油了？,,,,,,,,,,,,,,,,,,,,,,25,,,,
uu3822,6024,,,,6,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3823,6025,,,,6,,,2,,,158,ben,我承认，我是嫉妒人家,,,,,,,,,,,,,,,,,,,,,,10,,,,
uu3824,6026,,,,6,,,2,,,158,ben,又有钱，又有名，走到哪都一帮人前呼后拥的,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3825,6027,,,,6,,,2,,,158,ben,我能不嫉妒吗？,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3826,6028,,,,6,,,2,,,158,ben,最嫉妒的就是，人家对吃苦这件事可以不用理解的那么深,,,,,,,,,,,,,,,,,,,,,,25,,,,
uu3827,6029,,黑屏,offposition,6,,,,,,,,,,,,,,,426,743,520,294,1576,336,,,,,,,,,,0,,,,
uu3828,6030,,,,6,93,,19,,,201,stella,她鼓起勇气告诉你，然后被你说<class='bold'>你这也叫苦</class>吗？,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3829,6031,,,,7,93,,20,,,202,ben,我不是,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3830,6032,,,,7,93,,20,,,202,ben,我,,,,,,,,,,,,,,,,,,,,,,1,,,,
uu3831,6033,,,,6,93,,19,,,203,stella,我知道你不是,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3832,6034,,,,6,93,,19,,,203,stella,我知道你是真心的会理解别人，你说那些不是说好听的,,,,,,,,,,,,,,,,,,,,,,24,,,,
uu3833,6035,,,,6,93,,19,,,203,stella,我知道你有多讨厌<class='bold'>你穷还不是你不努力</class>,,,,,,,,,,,,,,,,,,,,,,23,,,,
uu3834,6036,,,,6,93,,19,,,203,stella,但这就是你的问题,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3835,6037,,,,6,93,,19,,,203,stella,你只经历过贫穷，你只能理解物质是不平等的，你不理解精神也是,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu3836,6038,,,,6,93,,19,,,203,stella,你没有察觉地一直在和她说一样的话：<class='bold'>你抑郁还不是你不坚强</class>,,,,,,,,,,,,,,,,,,,,,,23,,,,
uu3837,6039,,,,6,93,,19,,,204,stella,你让她怎么告诉 你呢？,,,,,,,,,word,,,,,,,,,,,,,11,,,,
uu3838,6040,,,,6,93,,19,,,204,stella,那是她从出生积累起来的保护机制,,,,,,,,,,,,,,,,,,,,,,15,,,,
saveher,6041,,黑屏,offposition,6,,,,,,,,,,,,,,,426,743,520,294,1576,336,,,,,,,,,,0,,,,
uu3840,6042,,,,6,93,,special,,,,,,,fadein,,130,,,,,,,,,,,,,,,,,,0,,,,
uu3841,6043,,,,6,93,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3842,6044,,,,7,93,,20,,,205,ben,我是不是,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3843,6045,,,,7,93,,20,,,205,ben,本来可以救她的,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3844,6046,,,,6,93,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3845,6047,,,,6,93,,19,,,205,stella,她有没有跟你提过去看病，去医院这类的,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3846,6048,,,,7,93,,20,,,205,ben,……,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3847,6049,,,,7,93,,20,,,205,ben,没有,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3848,6050,,,,6,93,,19,,,205,stella,那她有没有用药，你知道吗？,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3849,6051,,,,6,93,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3850,6052,,,,7,93,,20,,,205,ben,不知道……,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3851,6053,,,,6,93,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3852,6054,,,,7,93,,20,,,205,ben,见面的时候没有,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3853,6055,,,,6,93,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3854,6056,,,,6,93,,19,,,205,stella,所以她还有很多治疗方法没有尝试过,,,,,,,,,,,,,,,,,,,,,,16,,,,
uu3855,6057,,,,6,93,,special,,,205,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3856,6058,,,,6,93,,19,,,205,stella,抑郁障碍并没有那么难治，它的问题不在治愈率，在就医率,,,,,,,,,,,,,,,,,,,,,,26,,,,
uu3857,6059,,,,6,93,,special,,,205,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3858,6060,,,,7,93,,20,,,206,ben,她会不会没有告诉我……她去看过病,,,,,,,,,,,,,,,,,,,,,,16,,,,
uu3859,6061,,,,6,93,,19,,,206,stella,有可能,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3860,6062,,,,6,93,,19,,,206,stella,她有可能去看过几次病，甚至吃过一些抗抑郁药，接受过一段时间的治疗,,,,,,,,,,,,,,,,,,,,,,32,,,,
uu3861,6063,,,,6,93,,19,,,206,stella,但这没有意义,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3862,6064,,,,6,93,,19,,,206,stella,太少了,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3863,6065,,,,6,93,,19,,,206,stella,就医率说的不是就一次医，是坚持就医,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3864,6066,,,,6,93,,19,,,206,stella,抑郁症的治疗，就算患者配合也至少几个月起,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu38641,6067,,,,6,93,,19,,,206,stella,超一年再正常不过,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3865,6068,,,,6,93,,19,,,206,stella,她完全有可能去看过一两次病,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu38651,6069,,,,6,93,,19,,,206,stella,但要一个得着会丧失意志力的病的患者，靠她自己一个人配合治疗配合几个月几年,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu3866,6070,,,,6,93,,19,,,206,stella,还可能吗？,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3867,6071,,,,6,93,,19,,,206,stella,患者在生病的时候连按时吃药都很难做到,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3868,6072,,,,6,93,,special,,,206,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3869,6073,,,,6,93,,19,,,206,stella,抗抑郁药不是你吃了等一会药效上来你就没事了,,,,,,,,,,,,,,,,,,,,,,21,,,,
uu3870,6074,,,,6,93,,19,,,206,stella,刚开始吃药会有很长一段时间，几周甚至几个月,,,,,,,,,,,,,,,,,,,,,,21,,,,
uu3871,6075,,,,6,93,,19,,,206,stella,你感觉不到一点效果，该发作还发作，该难受还难受,,,,,,,,,,,,,,,,,,,,,,23,,,,
uu3872,6076,,,,6,93,,19,,,206,stella,那你会怎么想，如果你是患者你会怎么想,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3873,6077,,,,6,93,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3874,6078,,,,6,93,,19,,,206,stella,她会想这些药对我没用，推导出其他药也不会有用,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu3875,6079,,,,6,93,,19,,,206,stella,再推导出我没救了，不如早点结束痛苦,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3876,6080,,,,6,93,,special,,,206,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3877,6081,,,,6,93,,19,,,206,stella,这时候身边要是有她信任的人也理解精神疾病，帮助是巨大的,,,,,,,,,,,,,,,,,,,,,,27,,,,
uu3878,6082,,,,6,93,,19,,,206,stella,你可以帮她刹车，提醒她，安慰她,,,,,,,,,,,,,,,,,,,,,,15,,,,
uu3879,6083,,,,6,93,,19,,,206,stella,等症状缓解，等她恢复思考能力,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3880,6084,,,,6,93,,19,,,206,stella,你可以阻止她冲动的行动,,,,,,,,,,,,,,,,,,,,,,11,,,,
uu3881,6085,,,,6,93,,special,,,206,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3882,6086,,,,6,93,,19,,,206,stella,最重要的是，可以给她坚持的动力,,,,,,,,,,,,,,,,,,,,,,15,,,,
uu3883,6087,,,,6,93,,19,,,206,stella,抑郁障碍让人失去对一切事物的兴趣,,,,,,,,,,,,,,,,,,,,,,16,,,,
uu3884,6088,,,,6,93,,19,,,206,stella,那她都没有什么留恋的了，为什么要忍受更多煎熬而不是选择解脱呢？,,,,,,,,,,,,,,,,,,,,,,31,,,,
uu3885,6089,,,,6,93,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3886,6090,,,,6,93,,19,,,206,stella,你可能理解不了，但人还有一种留恋，对爱的留恋,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu38871,6091,,,,6,93,,19,,,206,stella,关心，理解，陪伴,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3887,6092,,,,6,93,,19,,,206,stella,告诉她她是被需要的 就是对抗痛苦的动力,,,,,,,,,word,,,,,,,,,,,,,19,,,,
uu3888,6093,,,,6,93,,special,,,206,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3889,6094,,,,6,93,,19,,,206,stella,你能不能救她，不能,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3890,6095,,,,6,93,,19,,,206,stella,治疗才可以救她,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3891,6096,,,,6,93,,19,,,206,stella,但你可以成为她接受治疗的动力,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3892,6097,,,,6,93,,special,,,206,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3893,6098,,,,6,93,,19,,,207,stella,我觉得她的直觉没错,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3894,6099,,,,6,93,,19,,,207,stella,她从一开始就没 看错人,,,,,,,,,word,,,,,,,,,,,,,11,,,,
uu3895,6100,,,,6,93,,19,,,207,stella,你就是值得她花那么长时间，她最后的时间认识的人,,,,,,,,,,,,,,,,,,,,,,23,,,,
uu3896,6101,,,,6,93,,19,,,207,stella,你本来做得到的,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3897,6102,,,,6,93,,19,,,207,stella,理解抑郁症，理解她，陪她，体谅她，这些你都做得到的,,,,,,,,,,,,,,,,,,,,,,25,,,,
uu3898,6103,,,,6,93,,19,,,207,stella,可是没机会了,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3899,6104,,,,6,93,,19,,,207,stella,她回不来了,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3900,6105,,,,6,93,,19,,,207,stella,永远回不来了,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3901,6106,,,,6,93,,19,,,207,stella,你再也见不到她了,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3902,6107,,,,6,93,,special,,,207,,hammerbig,,,,,,,,,,,,,,,,,,,,,,9,,,,
timemachine,6108,,,offposition,6,94,,special,,,,,,,fadein,,230,787,159,582,273,,,1456,750,,,,,,,,,,0,,,,
uu3904,6109,,,,6,94,,special,,228,,,gradual,,stella,,180,,,,,,,,,,,,,,,,,,7,,,,
uu3905,6110,,,,6,94,,9,,228,,stella,假如我们分开了，你会记得我吗,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3906,6111,,,,6,94,,15,,228,,ben,那你先答应我在一起再说分开,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3907,6112,,,,6,94,,9,,228,,stella,假如嘛,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3908,6113,,,,6,94,,15,,228,,ben,……,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3909,6114,,,,6,94,,15,,228,,ben,不会,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3910,6115,,,,6,94,,,,227,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3911,6116,,,,6,94,,15,,227,,ben,这不是很正常吗，你会希望我记得前女友吗？,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3912,6117,,,,6,94,,9,,228,,stella,其实我没关系的,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3913,6118,,,,6,94,,15,,228,,ben,那没办法，我内存比较小，只能记得一个人,,,,,,,,,,,,,,,,,,,,,,19,,,,
uu3914,6119,,,,6,94,,,,227,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3915,6120,,,,6,94,,15,,227,,ben,不要和我分开不就行了吗？,,,,,,,,,,,,,,,,,,,,,,12,,,,
uu3916,6121,,,,6,94,,,,227,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3917,6122,,,,6,94,,9,,227,,stella,…,,,,,,,,,,,,,,,,,,,,,,1,,,,
uu3918,6123,,,,6,94,,,,227,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3919,6124,,,,6,94,,9,,227,,stella,那如果我死了呢,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3920,6125,,,,6,94,,9,,227,,stella,你会想我吗,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3921,6126,,,,6,94,,15,,227,,ben,我会造时光机去找你,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3922,6127,,,,6,94,,9,,228,,stella,瞎说,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3923,6128,,,,6,94,,15,,228,,ben,你先瞎说的,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3924,6129,,,,6,94,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3925,6130,,黑屏,offposition,6,,,,,,,,,,,,,,,400,700,1128,221,888,234,,,,,,,,,,0,,,,
uu3926,6131,,,,6,95,,special,,,,,,,fadein,,50,,,,,,,,,,,,,,,,,,0,,,,
uu3927,6132,,,,6,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3928,6133,,,,6,95,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3929,6134,,,,6,95,,19,,,208,stella,你真造时光机吗？,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3930,6135,,,,6,95,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3931,6136,,,,6,95,,19,,,208,stella,时光机是不可能存在的，你知道的吧,,,,,,,,,,,,,,,,,,,,,,16,,,,
uu3932,6137,,,,6,95,,19,,,208,stella,时间只是一个概念,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3933,6138,,,,6,95,,20,,,209,ben,不是,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3934,6139,,,,6,95,,20,,,209,ben,不是时光机,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3935,6140,,,,6,95,,20,,,209,ben,平行世界,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3936,6141,,,,6,95,,20,,,209,ben,平行世界和时光机不一样,,,,,,,,,,,,,,,,,,,,,,11,,,,
uu3937,6142,,,,6,95,,20,,,209,ben,平行世界是符合量子力学的，是有可能存在的,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3938,6143,,,,6,95,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3939,6144,,,,6,95,,19,,,208,stella,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu39391,6145,,,,6,95,,19,,,208,stella,那我问你,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3940,6146,,,,6,95,,19,,,208,stella,就算平行世界存在，你怎么去呢？,,,,,,,,,,,,,,,,,,,,,,15,,,,
uu3941,6147,,,,6,95,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3942,6148,,,,6,95,,19,,,208,stella,就算你好厉害，开了个去平行世界的洞,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3943,6149,,,,6,95,,19,,,208,stella,无数个平行世界里哪个是Stella在的呢？,,,,,,,,,,,,,,,,,,,,,,21,,,,
uu3944,6150,,,,6,95,,20,,,208,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3945,6151,,,,6,95,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3946,6152,,,,6,95,,19,,,208,stella,我给你提供一个更现实的方案,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3947,6153,,,,6,95,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3948,6154,,,,6,95,,19,,,208,stella,你知道你可以花个几十万克隆死去的宠物，知道这种服务吧,,,,,,,,,,,,,,,,,,,,,,26,,,,
uu3949,6155,,,,6,95,,20,,,210,ben,！,,,,,,,,,,,,,,,,,,,,,,1,,,,
uu3950,6156,,,,6,95,,19,,,210,stella,那克隆人就不行吗？,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3951,6157,,,,6,95,,19,,,210,stella,几十万几百万不行，几千万行吗，几亿行吗？,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3952,6158,,,,6,95,,19,,,210,stella,你相信所有人都有良心有底线，你出多少钱也没人给你克隆人吗？,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu3953,6159,,,,6,95,,19,,,210,stella,我反正不信,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3954,6160,,,,6,95,,19,,,210,stella,我相信绝对已经有人这么干了,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3955,6161,,,,6,95,,19,,,210,stella,而且他们克隆人要干什么可比你黑多了,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3956,6162,,,,6,95,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3957,6163,,,,6,95,,19,,,210,stella,怎么样？,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3958,6164,,,,6,95,,19,,,210,stella,虽然赚几亿也跟天方夜谭似的，但至少有理论可能吧？,,,,,,,,,,,,,,,,,,,,,,24,,,,
uu3959,6165,,,,6,95,,19,,,210,stella,比时光机和平行世界现实吧？,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3960,6166,,,,6,95,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3961,6167,,,,6,95,,16,,,209,ben,那不一样,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3962,6168,,,,6,95,,19,,,208,stella,怎么不一样,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3963,6169,,,,6,95,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3964,6170,,,,6,95,,16,,,209,ben,那不是她,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3965,6171,,,,6,95,,19,,,208,stella,为什么？,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3966,6172,,,,6,95,,19,,,208,stella,有完全一样的DNA，不是她吗？,,,,,,,,,,,,,,,,,,,,,,15,,,,
uu3967,6173,,,,6,95,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3968,6174,,,,6,95,,19,,,208,stella,那怎么是她呢？,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3969,6175,,黑屏,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3970,6176,,,,6,92,,special,,,,,,,fadein,,90,,,300,666,,,1600,400,,,,,,,,,,0,,,,
uu3971,6177,,,,6,92,,special,,230,,,gradual,,stella,,150,,,,,,,,,,,,,,,,,,7,,,,
uu3972,6178,,,,6,92,,19,,230,,stella,你做一个她的外观的机器人，导入她的记忆,,,,,,,,,,,,,,,,,,,,,,19,,,,
uu3973,6179,,,,6,92,,19,,230,,stella,你觉得这样算 是她吗？,,,,,,,,,word,,,,,,,,,,,,,11,,,,
uu3974,6180,,,,6,92,,special,,231,,,gradual,,stella,,100,,,,,,,,,,,,,,,,,,7,,,,
uu3975,6181,,,,6,92,,19,,231,,stella,假如你去到平行世界 但那个世界的她不认 识你,,,,,,,,,word,,,,,,,,,,,,,22,,,,
uu3976,6182,,,,6,92,,19,,231,,stella,这样算是她吗？,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3977,6183,,,,6,92,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3978,6184,,,,6,92,,19,,231,,stella,你去到平行世界，她认识你，但你们的记忆不完全一样,,,,,,,,,,,,,,,,,,,,,,24,,,,
uu3979,6185,,,,6,92,,19,,231,,stella,这样算是她吗？,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3980,6186,,,,6,92,,special,,232,,,gradual,,stella,,100,,,,,,,,,,,,,,,,,,7,,,,
uu3981,6187,,,,6,92,,19,,232,,stella,你想象一下，最好最好的情况，天方夜谭一样的情况,,,,,,,,,,,,,,,,,,,,,,23,,,,
uu3982,6188,,,,6,92,,19,,232,,stella,真的有平行世界，你真的去到了平行世界,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3983,6189,,,,6,92,,19,,233,,stella,你找到了这个世界的Stella，照顾她,,,,,,,,,,,,,,,,,,,,,,19,,,,
uu3984,6190,,,,6,92,,19,,233,,stella,和她一起治病，然后幸福的一起生活,,,,,,,,,,,,,,,,,,,,,,16,,,,
uu3985,6191,,,,6,92,,special,,234,,,gradual,,stella,,100,,,,,,,,,,,,,,,,,,7,,,,
uu3986,6192,,,,6,92,,19,,234,,stella,你看着她，你真的可以每时每刻都把<class='bold'>她</class>当成<class='bandi'>她</class>吗？,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu3987,6193,,,,6,92,,19,,234,,stella,你会不会在某个时刻突然想起来还有<class='bold'>另一个她</class>？,,,,,,,,,,,,,,,,,,,,,,19,,,,
uu3988,6194,,,,6,92,,19,,234,,stella,那个时候会难过吗？,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3989,6195,,,,6,92,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3990,6196,,,,6,92,,19,,234,,stella,那现在这个<class='bold'>Stella</class>是不是可以说是<class='bandi'>Stella</class>的替代品呢？,,,,,,,,,,,,,,,,,,,,,,27,,,,
uu3991,6197,,,,6,92,,19,,234,,stella,那她和克隆人的区别是什么呢？,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3992,6198,,,,6,92,,special,,235,,,gradual,,stella,,240,,,,,,,,,,,,,,,,,,7,,,,
uu3993,6199,,黑屏,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3994,6200,,item96,,6,,,special,,,,,breakwindow,,,,,,,,,,,,,,,,,,,,,,11,,,,
uu3995,6201,,,offposition,6,101,,20,,,211,ben,没有,,,,,,,,,739,189,1500,350,,,,,,,,,,2,,,,
uu3996,6202,,,,6,101,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3997,6203,,,,6,101,,20,,,211,ben,都只是让我自己好受,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3998,6204,,,,6,101,,20,,,212,ben,哪怕真的有平行世界,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3999,6205,,,,6,101,,20,,,212,ben,我真的去到平行世界,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu4000,6206,,,,6,101,,20,,,212,ben,真的找到了她,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu4001,6207,,,,6,101,,20,,,213,ben,我也永远失去了我的Stella,,,,,,,,,,,,,,,,,,,,,,15,,,,
uu4002,6208,,,,6,101,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu4003,6209,,黑屏,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu4004,6210,700,*暴雨声渐渐停止,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
talktoself,6211,300,*闹钟声,,6,,,special,,,,,bip,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu4006,6212,500,*闹钟声停止,offposition,6,,,special,,,214,,,,fadein,,400,,,,,500,314,,,,,,,,,,,,0,fadeout,bip,1,
uu4007,6213,,,,6,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu4008,6214,,,,6,,,special,,,216,,,,fadeoutandinxy,,80,,,,,589,213,,,,,,,,,,,,0,,,,
uu4009,6215,,,,6,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu4010,6216,,,,6,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu4011,6217,,,,6,,,,,,218,bendown2,醒来是最难过的时候。,,,,,,,,,,,,,,,,,,,,,,10,,,,
uu4012,6218,,,,6,,,,,,218,bendown2,因为朦胧中脑子里先出现的是你，然后才是……意识。,,,,,,,,,,,,,,,,,,,,,,24,,,,
uu4013,6219,,,,6,,,,,,218,bendown2,意识到我是谁，你是谁，发生了什么事，然后一下子清醒过来。,,,,,,,,,,,,,,,,,,,,,,28,,,,
uu4014,6220,,,,6,,,,,,218,bendown2,醒着的时候痛苦是一直保持着，而醒过来则是从0到100一下子全涌上来，全都闷在胸口，压着你喘不上气。,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu4015,6221,,,,6,97,,special,,,,,,,fadeoutandin,,130,,,,,,,,,,,,,,,,,,0,,,,
uu4016,6222,,,,6,97,,,,,,bendown2,<class='bold'>我的世界变成了灰色</class>。,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu4017,6223,,,,6,97,,,,,,bendown2,我一直以为这是修辞手法，但自己体会过了才知道，这是真的。,,,,,,,,,,,,,,,,,,,,,,28,,,,
uu4018,6224,,,,6,97,,,,,,bendown2,我不知道是什么原理，是视觉神经出了问题，还是情绪影响了大脑成像的部分，在你眼里的世界是真的物理的变暗了。,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu4019,6225,,,,6,97,,,,,,bendown2,<class='bold'>我和世界就好像隔着一层膜一样</class>。我也以为是修辞，但也是真的。,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu4020,6226,,,,6,97,,,,,,bendown2,我不知道该怎么形容。,,,,,,,,,,,,,,,,,,,,,,10,,,,
uu4021,6227,,,,6,97,,,,,,bendown2,你看着窗外的人，走啊，说啊，笑啊，你就那么看着，就像在看电影。,,,,,,,,,,,,,,,,,,,,,,31,,,,
uu4022,6228,,,,6,97,,,,,,bendown2,但比看电影还不真实，感觉别人、或者我在另一个世界一样。,,,,,,,,,,,,,,,,,,,,,,27,,,,
