,order,captiontime,caption,command,speed,item,m1,lorr,boxnum,emojistella,emojiben,who,talk,fadebefore,fadewho,fadeframe,fadetime,xstella,ystella,xstellasay,ystellasay,xben,yben,xbensay,ybensay,xm1,ym1,xitem,yitem,xleft,yleft,xright,yright,time,autotime,musictip,music,musictime,musicwait
uu3526,5728,,,,6,6,,19,,,,stella,你还有什么问题吗？,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3527,5729,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3528,5730,,,,6,6,,16,,,,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3529,5731,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3530,5732,,,,6,6,,19,,,,stella,所以很多地方就解释的通了吧,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3531,5733,,,,6,6,,19,,,,stella,她为什么突然就变得很冷淡,,,,,,,,,,,,,,,,,,,,,,12,,,,
uu3532,5734,,,,6,6,,19,,,,stella,为什么什么都 不答应你,,,,,,,,,word,,,,,,,,,,,,,11,,,,
uu3533,5735,,,,6,6,,19,,,,stella,为什么她<class='bold'>从不 考虑未来</class>,,,,,,,,,word,,,,,,,,,,,,,9,,,,
uu3534,5736,,,,6,7,,special,,,,,gradual,,item,,100,,,,,,,,,,,,,,,,,,7,,,,
uu3535,5737,,,,6,8,,19,,,,stella,为什么再也没找你,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3536,5738,,,,6,8,,special,,,,,gradual,,item,,90,,,,,,,,,,,,,,,,,,7,,,,
uu3537,5739,,,offposition,6,,,20,,,,ben,如果之后她来找我,,,,,,,750,600,,,1300,387,,,,,,,,,,8,,,,
uu3538,5740,,86并不会在玩家可见区域显示，用于之后得渐变,offposition,6,8,,20,,,,ben,哪怕一句话都不说，也是留恋的意思,,,,,,,750,600,,,1300,387,,,9999,0,,,,,,16,,,,
uu3539,5741,,,offposition,6,9,,special,,,,,gradual,,item,,80,,,426,743,,,1576,336,,,0,0,,,,,,7,,,,
uu3540,5742,,,,6,9,,19,,,,stella,你一直纠结她喜不喜欢你，现在不用了吧,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3541,5743,,,,6,9,,19,,,,stella,如果喜欢是说一瞬间的热烈的感情，那她不喜欢你,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu3542,5744,,,,6,9,,19,,,,stella,她什么都喜欢不了了,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3543,5745,,,,6,9,,19,,,,stella,如果喜欢是说<class='bold'>她自己感觉不到感情了也记着对你的承诺</class>,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu3544,5746,,,,6,9,,19,,,,stella,那,,,,,,,,,,,,,,,,,,,,,,1,,,,
uu3545,5747,,,offposition,6,,,,,,,,,,,,,219,168,687,229,1223,168,1203,235,,,,,,,,,,0,,,,
uu3546,5748,,30-109,,6,,,9,,42,24,ben,你说你不喜欢我，为什么这几天还一直,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3547,5749,,30-134,,6,,,9,,42,24,ben,对我很好,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3548,5750,,,,6,,,10,,43,24,stella,因为你说，如果想逃就告诉自己不是不喜欢你，是因为回避,,,,,,,,,,,,,,,,,,,,,,26,,,,
uu3549,5751,,,offposition,6,9,,special,,,,,gradual,,item,,70,,,426,743,,,1576,336,,,0,0,,,,,,7,,,,
uu3550,5752,,,,6,9,,19,,,,stella,可她生病的时候你在干什么呢？,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3551,5753,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3552,5754,,,,6,9,,16,,,,ben,做我女朋友可以吗？,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3553,5755,,,,6,10,,special,,,,,gradual,,item,,60,,,,,,,,,,,,,,,,,,7,,,,
uu3554,5756,,,,6,10,,16,,,,ben,我对你来说到底是什么？,,,,,,,,,,,,,,,,,,,,,,11,,,,
uu3555,5757,,,,6,11,,special,,,,,gradual,,item,,50,,,,,,,,,,,,,,,,,,7,,,,
uu3556,5758,,,,6,11,,16,,,,ben,你真的喜欢我吗？,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3557,5759,,,,6,12,,special,,,,,gradual,,item,,40,,,,,,,,,,,,,,,,,,7,,,,
uu3558,5760,,,,6,12,,16,,,,ben,你拒绝我的时候不是很熟练吗？,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3559,5761,,,,6,13,,special,,,,,gradual,,item,,30,,,,,,,,,,,,,,,,,,7,,,,
uu3560,5762,,黑屏,offposition,6,,,,,,,,,,,,,696,78,520,280,,,,,,,,,,,,,,0,,,,
uu3561,5763,,,,6,,,16,,40,,stella,对不起,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3562,5764,,,offposition,6,13,,16,,40,,stella,你别生气了,,,,,696,78,520,280,,,,,,,9999,0,,,,,,5,,,,
uu3563,5765,,,offposition,6,14,,special,,,,,gradual,,item,,30,,,426,743,,,1576,336,,,0,0,,,,,,7,,,,
uu3564,5766,,,,6,14,,19,,,,stella,你觉得她对你忽冷忽热,,,,,,,,,,,,,,,,,,,,,,10,,,,
uu3565,5767,,,,6,14,,19,,,,stella,是，确实,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3566,5768,,,,6,14,,19,,,,stella,但这已经是她能做到的极限了,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3567,5769,,,,6,14,,19,,,,stella,只要她好一点了，她就努力弥补生病时候的冷,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3568,5770,,,,6,14,,19,,,,stella,你呢？,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3569,5771,,,,6,14,,19,,,,stella,你记得你说的话吗？,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3570,5772,,黑屏,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
flowerfiled,5773,,,,6,15,,special,,,,,gradual,,item,,200,,,,,,,,,,,,,,,,,,7,,,,
uu3572,5774,,,offposition,6,15,,,,17,,,,,,,,124,162,1200,800,1351,162,1500,333,,,,,,,,,,0,,,,
uu3573,5775,,,,6,15,,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3574,5776,,,,6,15,,,,17,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3575,5777,,,offposition,6,15,,,,17,3,,,,,,,124,162,1200,800,1300,162,1500,333,,,,,,,,,,0,,,,
uu3576,5778,,,,6,15,,,,18,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3577,5779,,,offposition,6,15,,,,19,3,,,,,,,174,162,1200,800,1300,162,1500,333,,,,,,,,,,0,,,,
uu3578,5780,,,,6,15,,,,19,3,bendown2,如果我接近就会让你害怕，那你可不可以每次感到害怕的时候就和自己说：,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu3579,5781,,,,6,15,,,,19,3,bendown2,这不是你的本意，是回避在作祟，你没有不喜欢我,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu3580,5782,,,,6,15,,,,19,3,bendown2,只做这一件事就够了，你朝我走一步就够了，剩下的九十九步都由我来走,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu3581,5783,,,,6,15,,,,19,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3582,5784,,,,6,15,,15,,19,3,stella,你走了吗？,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3583,5785,,,,6,15,,15,,19,3,stella,走九十九步的那边真的是你吗？,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3584,5786,,,,6,15,,,,19,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3585,5787,,,offposition,6,15,,,,20,3,,,,,,,204,162,1200,800,1300,162,1500,333,,,,,,,,,,0,,,,
uu3586,5788,,,offposition,6,15,,special,,20,4,,tapclose,,,,,204,162,1200,800,1044,162,1500,333,,,,,,,,,,8,,,,
uu3587,5789,,,offposition,6,15,,,,20,5,,,,,,,204,162,1200,800,1019,162,1500,333,,,,,,,,,,0,,,,
uu3588,5790,,,offposition,6,15,,,,21,5,,,,,,,234,162,1200,800,1019,162,1500,333,,,,,,,,,,0,,,,
uu3589,5791,,,,6,15,,,,22,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3590,5792,,,,6,15,,15,,22,5,stella,她只是站在原地就要付出你走一百步的努力了,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3591,5793,,,,6,15,,15,,22,5,stella,那是她最后的精力了,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3592,5794,,,,6,15,,,,22,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3593,5795,,,offposition,6,15,,,,22,6,,,,,,,234,162,1200,800,1231,162,1500,333,,,,,,,,,,0,,,,
uu3594,5796,,,,6,15,,special,,22,6,,fadeout,,ben,,130,,,,,,,,,,,,,,,,,,7,,,,
uu3595,5797,,,,6,15,,15,,22,,stella,她一直记着你的话,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3596,5798,,,,6,15,,15,,22,,stella,你呢？,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3597,5799,,,,6,15,,15,,22,,stella,你在她最需要的时候丢下她扭头就走,,,,,,,,,,,,,,,,,,,,,,16,,,,
uu3598,5800,,,,6,15,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3599,5801,,,,6,15,,20,,22,,ben,我不知道,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3600,5802,,,,6,15,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3601,5803,,,,6,15,,20,,22,,ben,我不知道她那样是……因为得了抑郁症,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3602,5804,,,,6,15,,20,,22,,ben,我要是知道,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3603,5805,,,,6,15,,15,,22,,stella,真的吗？,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3604,5806,,,,6,15,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3605,5807,,,,6,15,,15,,22,,stella,你不知道，所以她只说<class='bold'>再见了</class>三个字你就连夜飞去找她,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu3606,5808,,,,6,15,,15,,22,,stella,你不知道，所以一联系不上她你想到的马上就是抑郁症,,,,,,,,,,,,,,,,,,,,,,24,,,,
uu3607,5809,,,,6,15,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3608,5810,,,,6,15,,15,,22,,stella,她和朋友一起两天没回你消息那一次，你和她说你担心她遇到危险,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu3609,5811,,,,6,15,,15,,22,,stella,但你真正在担心什么你心里不清楚吗？,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3610,5812,,,,6,15,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3611,5813,,,,6,15,,15,,22,,stella,你不是不知道她<class='bold'>得了抑郁症</class>，你是不知道<class='bold'>什么是抑郁症</class>,,,,,,,,,,,,,,,,,,,,,,21,,,,
uu3612,5814,,,,6,15,,15,,22,,stella,你担心因为你从电视里知道抑郁症会导致自杀,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3613,5815,,,,6,15,,15,,22,,stella,可什么病会平时什么事都没有，突然就让人自杀呢？,,,,,,,,,,,,,,,,,,,,,,23,,,,
uu3614,5816,,,,6,15,,15,,22,,stella,逻辑说得通吗？,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3615,5817,,,,6,15,,15,,22,,stella,你一次都没想过,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3616,5818,,,,6,15,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3617,5819,,,,6,15,,15,,22,,stella,她和你提过那么多次抑郁，你一次都没想过,,,,,,,,,,,,,,,,,,,,,,19,,,,
uu3618,5820,,,,6,15,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3619,5821,,,,6,15,,15,,22,,stella,你和她说了那么好听的话，可你一次都没想过要了解一下她在遭受的是什么,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu3620,5822,,,,6,15,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3621,5823,,,,6,15,,15,,22,,stella,你只要搜一下，搜一下就可能完全不一样,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3622,5824,,,,6,15,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3623,5825,,,,6,15,,,,23,,,gradual,,stella,,200,,,,,,,,,,,,,,,,,,7,,,,
uu3624,5826,,,,6,15,,special,,23,,,,,fadeout,,300,,,,,,,,,,,,,,,,,,0,,,,
uu3625,5827,,黑屏,offposition,6,,,,,,,,,,,,,,,426,743,,,1576,336,,,,,,,,,,0,,,,
uu3626,5828,,,,6,,,19,,,,stella,谁都有可能患上精神疾病，无论<class='bold'>坚强</class>还是<class='bold'>脆弱</class>,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3627,5829,,,,6,,,19,,,,stella,真正会提升患病概率的只有：<class='bold'>家族病史</class>和<class='bold'>童年经历</class>,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3628,5830,,,,6,,,19,,,,stella,她符合,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3629,5831,,黑屏,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
depress5,5832,,,olposition,6,,,,,38,,,,,,,,60,75,,,1286,77,,,,,,,650,125,1260,125,,0,,,,
uu3631,5833,,,,6,,,l,1,38,,stella,一路都在想要是飞机掉下去就好了,,,,,,,,,,,,landr,,,,,,,,,,15,,,,
uu3632,5834,,,,6,,,r,2,38,25,ben,怎么啦,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu3633,5835,,,,6,,,r,3,38,25,ben,这可不行,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu3634,5836,,,,6,,,l,4,38,25,stella,不想回家,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu3635,5837,,,cleanolall,6,,,r,1,38,25,ben,出什么事了,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu3636,5838,,,,6,,,l,2,38,25,stella,没考好,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu3637,5839,,,,6,,,r,3,38,25,ben,不是吧,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu3638,5840,,,,6,,,r,4,38,25,ben,你都这么大了还管这个吗,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu3639,5841,,,cleanolall,6,,,r,1,38,25,ben,你没考好会怎么样啊,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu3640,5842,,,,6,,,l,2,38,25,stella,现在不会怎么样了,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
uu3641,5843,,,,6,,,l,3,38,25,stella,可是还是会害怕,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu3642,5844,,,cleanolall,6,,,,,38,25,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3643,5845,,,,6,,,l,1,38,25,stella,我不知道怎么说,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu3644,5846,,,,6,,,l,2,38,25,stella,就是你明知道不会被骂了，但就是会没法控制地想到小时候没考好不敢回家的感觉,,,,,,,,,,,,landr,,,,,,,,,,29,,,,
uu3645,5847,,,,6,,,l,3,38,25,stella,害怕看到他们的眼睛,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu3646,5848,,黑屏,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3647,5849,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3648,5850,,,offposition,6,16,,special,,,,,,,fadein,,130,,,426,743,957,169,1576,336,,,,,,,,,,0,,,,
uu3649,5851,,,,6,16,,19,,,,stella,她家，听你描述，应该是那种崇尚挫折教育的家庭,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu3650,5852,,,,6,16,,19,,,,stella,大家普遍都知道心理障碍和不好的童年经历有很大的关系,,,,,,,,,,,,,,,,,,,,,,25,,,,
uu3651,5853,,,,6,16,,19,,,,stella,但有一个误区是,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3652,5854,,,,6,16,,19,,,,stella,要造成精神问题怎么不得是虐待、殴打的程度,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3653,5855,,,,6,16,,19,,,,stella,但漠视情感需求也是虐待,,,,,,,,,,,,,,,,,,,,,,11,,,,
uu3654,5856,,,,6,16,,19,,,,stella,你老是否定她，挑她毛病，她表达负面情绪的时候叫她要坚强,,,,,,,,,,,,,,,,,,,,,,27,,,,
uu3655,5857,,,,6,16,,19,,,,stella,你希望这能锻炼出她的坚强，但实际上得到的是<class='bold'>不把情绪表达出来的坚强</class>,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu3656,5858,,,,6,16,,19,,,,stella,而不是<class='bold'>情绪稳定 的坚强</class>,,,,,,,,,word,,,,,,,,,,,,,33,,,,
uu3657,5859,,,,6,16,,19,,,,stella,父母想要的情绪稳定的坚强反而来自于<class='bold'>童年时得到的充足的情感支持</class>,,,,,,,,,,,,,,,,,,,,,,52,,,,
uu3658,5860,,,,6,16,,special,,,7,,gradual,,ben,,30,,,,,,,,,,,,,,,,,,7,,,,
uu3659,5861,,,,6,16,,19,,,7,stella,她清楚她自己的状况和童年的关系,,,,,,,,,,,,,,,,,,,,,,15,,,,
uu3660,5862,,,,6,16,,19,,,7,stella,你还记得她是怎么说的吗？,,,,,,,,,,,,,,,,,,,,,,12,,,,
uu3661,5863,,黑屏,olposition,6,,,,,,,,,,,,,60,75,,,1286,77,,,,,,,650,125,1260,125,,0,,,,
uu3662,5864,,,,6,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3663,5865,,,,6,,,l,1,38,,stella,就是你明知道不会被骂了，但就是会没法控制地想到小时候没考好不敢回家的感觉,,,,,,,,,,,,landr,,,,,,,,,,29,,,,
uu3664,5866,,,,6,,,l,2,38,,stella,害怕看到他们的眼睛,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu3665,5867,,,,6,,,r,3,38,25,ben,我会让你这样吗？,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
uu3666,5868,,,,6,,,r,4,38,25,ben,害怕,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu3667,5869,,,cleanolall,6,,,l,1,38,25,stella,不会,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu3668,5870,,,,6,,,r,2,38,25,ben,那你喜欢和我说话吗,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu3669,5871,,,,6,,,l,3,38,25,stella,嗯,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu3670,5872,,,,6,,,r,4,38,25,ben,那我陪你好不好,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu3671,5873,,,cleanolall,6,,,r,1,38,25,ben,如果你回去以后他们说你,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu3672,5874,,,,6,,,r,2,38,25,ben,或者你心情不好，你就找我,,,,,,,,,,,,landr,,,,,,,,,,12,,,,
uu3673,5875,,,,6,,,r,3,38,25,ben,心情好也可以,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu3674,5876,,,,6,,,r,4,38,25,ben,有什么都可以找我,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
uu3675,5877,,,cleanolall,6,,,r,1,38,25,ben,我陪你,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu3676,5878,,,,6,,,r,2,38,25,ben,24*7，随叫随到,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu3677,5879,,,,6,,,r,3,38,25,ben,可以吗,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu3678,5880,,,,6,,,l,4,38,25,stella,嗯,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu3679,5881,,,cleanolall,6,,,r,1,38,25,ben,那你可以也答应我一件事吗？,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu3680,5882,,,,6,,,l,2,38,25,stella,什么,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu3681,5883,,,,6,,,r,3,38,25,ben,不要再想飞机掉下去了,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
uu3682,5884,,,,6,,,l,4,38,25,stella,为什么,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu3683,5885,,,cleanolall,6,,,r,1,38,25,ben,为什么？,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu3684,5886,,,,6,,,r,2,38,25,ben,这还有为什么？,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu3685,5887,,,,6,,,r,3,38,25,ben,因为我还想见你,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu3686,5888,,,,6,,,r,4,38,25,ben,50年以后也还想见你,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
uu3687,5889,,,cleanolall,6,,,l,1,38,25,stella,嗯,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu3688,5890,,,,6,,,r,2,38,25,ben,答应我,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu3689,5891,,,,6,,,lemoji,3,38,25,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu3690,5892,,,,6,,,l,4,38,25,stella,答应你,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu3691,5893,,,cleanolall,6,,,r,1,38,25,ben,想去抱抱小时候的你,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu3692,5894,,,,6,,,r,2,38,25,ben,他们不疼你我疼你,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
uu3693,5895,,,cleanolall,6,,,,,38,25,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3694,5896,,,,6,,,l,1,38,25,stella,他们也是爱我的，用他们认为对的方式,,,,,,,,,,,,landr,,,,,,,,,,17,,,,
uu3695,5897,,,,6,,,l,2,38,25,stella,虽然结果不好，但我知道他们是好意,,,,,,,,,,,,landr,,,,,,,,,,16,,,,
uu3696,5898,,,cleanolall,6,,,l,1,38,25,stella,每个人都只能理解他们经历过的事情,,,,,,,,,,,,landr,,,,,,,,,,16,,,,
uu3697,5899,,,,6,,,l,2,38,25,stella,我的童年不是我可以选择的，他们的童年也不是他们可以选择的呀,,,,,,,,,,,,landr,,,,,,,,,,29,,,,
uu3698,5900,,,,6,,,l,3,38,25,stella,如果有机会回到过去，我想拯救他们,,,,,,,,,,,,landr,,,,,,,,,,16,,,,
uu3699,5901,,黑屏,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3700,5902,,,offposition,6,17,,special,,,,,,,fadein,,90,757,122,400,288,,,1456,555,,,,,,,,,,0,,,,
uu3701,5903,,,,6,17,,15,,33,,ben,那要是不用考虑钱了呢,,,,,,,,,,,,,,,,,,,,,,10,,,,
uu3702,5904,,,,6,17,,15,,33,,ben,你会做什么,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3703,5905,,,,6,17,,9,,34,,stella,不告诉你,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3704,5906,,,,6,17,,15,,33,,ben,哪有你这样的,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3705,5907,,,,6,17,,15,,33,,ben,我都告诉你了,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3706,5908,,,,6,17,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3707,5909,,,,6,17,,9,,35,,stella,那我说了你不许笑我,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3708,5910,,,,6,17,,15,,35,,ben,怎么会,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3709,5911,,,,6,17,,9,,35,,stella,你保证,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3710,5912,,,,6,17,,15,,35,,ben,我保证,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3711,5913,,,,6,17,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3712,5914,,,,6,17,,9,,36,,stella,我想做给小孩子的心理咨询,,,,,,,,,,,,,,,,,,,,,,12,,,,
uu3713,5915,,,,6,17,,15,,33,,ben,为什么只给孩子，我们大人怎么你了,,,,,,,,,,,,,,,,,,,,,,16,,,,
uu3714,5916,,,,6,17,,9,,34,,stella,没有啦,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3715,5917,,,,6,17,,9,,33,,stella,因为孩子还来得及,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3716,5918,,,,6,17,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3717,5919,,,,6,17,,15,,33,,ben,啊,,,,,,,,,,,,,,,,,,,,,,1,,,,
uu37171,5920,,,,6,17,,15,,33,,ben,天,,,,,,,,,,,,,,,,,,,,,,1,,,,
uu3718,5921,,,,6,17,,15,,33,,ben,了不起,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3719,5922,,,,6,17,,9,,34,,stella,你答应我不笑的！,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3720,5923,,,,6,17,,15,,33,,ben,我没笑，我真心的,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3721,5924,,,,6,17,,15,,33,,ben,我刚才全在想我自己，一点没想过为别人干什么,,,,,,,,,,,,,,,,,,,,,,21,,,,
uu3722,5925,,,,6,17,,15,,33,,ben,我是真的真的很佩服,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3723,5926,,,,6,17,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3724,5927,,,,6,17,,20,,33,,stella,自己被折磨的时候，她在尽力理解别人,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3725,5928,,,,6,,,9,endingposition,,26,ben,有那种人吗？对所有人都尊重，都爱，都理解,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3726,5929,,,,6,,,9,,,26,ben,他自己所有负面情绪都自己消化，好的都留给别人,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu3727,5930,,,,6,,,9,,,26,ben,你觉得这种人可能存在吗？,,,,,,,,,,,,,,,,,,,,,,12,,,,
uu3728,5931,,,,6,,,9,,,26,ben,他活得下去吗？,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3729,5932,,,,6,,,9,,,27,ben,没那种人的，都是装的,,,,,,,,,,,,,,,,,,,,,,10,,,,
uu3730,5933,,黑屏,offposition,6,,,,,,,,,,,,,,,426,743,520,294,1576,336,,,,,,,,,,0,,,,
uu3731,5934,,,,6,,,19,,,,stella,现在相信了吗，真的有这样的人,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3732,5935,,,,4,,,20,,,,ben,我不是,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3733,5936,,,,4,,,20,,,,ben,我不是说她,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3734,5937,,,,4,,,20,,,,ben,我那么说是,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3735,5938,,,,6,,,20,,,,ben,我是想说我不相信有这样的人，我不是想让他们活不下去,,,,,,,,,,,,,,,,,,,,,,25,,,,
uu3736,5939,,,,6,,,20,,,,ben,就是因为不想看到他们活不下去我才这么说啊,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3737,5940,,,,6,,,20,,,,ben,我是想他们活的自私一点,,,,,,,,,,,,,,,,,,,,,,11,,,,
uu3738,5941,,,,6,,,20,,,,ben,就是，多想想自己,,,,,,,,,,,,,,,,,,,,,,8,,,,
